id,gene,chr,fpos,tpos,strand,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46,Sample47,Sample48,Sample49,Sample50
cg00000060,Gene2558,19,93270013,93270013,-,0.53,0.72,0.16,0.01,0.2,NA,0.73,0.11,0.61,0.98,0.37,0.32,0.37,0.26,0.28,0.0,0.72,0.24,0.71,0.42,0.29,NA,0.35,0.61,0.37,0.64,0.93,0.77,0.03,0.01,0.85,0.64,0.01,0.27,0.48,0.39,0.74,0.09,0.78,0.45,0.19,0.49,0.98,0.69,0.35,0.26,0.22,0.43,0.88,0.68
cg00000061,Gene4515,4,34592012,34592012,-,0.34,0.15,0.37,0.83,0.49,0.81,0.8,NA,0.46,0.43,0.35,0.04,0.77,NA,0.11,NA,0.41,0.52,NA,0.79,0.64,0.81,0.03,0.76,0.38,0.93,0.63,0.23,0.56,0.13,0.88,0.57,0.23,0.6,0.56,0.23,0.39,0.98,NA,0.68,0.37,0.73,0.74,0.1,0.96,0.84,0.52,0.5,0.41,0.78
cg00000062,Gene1360,X,36236148,36236148,-,0.28,0.05,0.66,0.11,0.32,0.5,0.08,0.98,0.18,NA,0.84,0.23,0.63,0.76,0.63,0.11,0.99,0.68,0.1,NA,0.23,0.88,NA,0.8,0.15,0.93,0.21,0.04,0.33,0.06,0.49,0.11,NA,0.74,0.67,0.81,0.18,0.18,0.32,0.4,0.55,0.51,0.07,0.43,0.32,0.42,0.9,0.66,0.92,0.26
cg00000063,Gene3239,15,14583752,14583752,-,0.11,0.35,0.29,0.88,0.27,0.22,0.1,0.54,0.76,0.98,0.34,0.87,0.2,0.09,0.85,0.2,0.92,0.17,0.9,0.95,0.61,0.81,0.24,0.22,0.35,0.9,0.21,0.14,0.48,0.38,NA,0.3,0.22,0.8,0.7,0.37,0.24,0.45,0.22,0.18,0.67,0.71,0.13,0.15,0.09,NA,1.0,0.91,0.52,0.36
cg00000064,Gene4342,8,25075530,25075530,-,0.31,0.93,0.24,0.84,0.24,0.63,0.1,NA,0.82,0.65,0.08,0.07,0.3,0.78,0.68,0.05,0.13,0.96,0.24,0.59,0.18,0.9,0.21,0.69,0.39,0.63,0.96,0.08,NA,0.38,NA,NA,0.61,0.83,0.88,0.65,0.7,0.15,0.88,NA,0.93,0.17,0.08,0.64,0.1,0.6,0.86,0.09,0.61,0.79
cg00000065,Gene3644,20,96427453,96427453,-,0.92,0.49,0.02,0.36,0.92,0.24,0.31,0.72,0.22,0.79,0.85,0.06,0.47,0.73,0.9,0.91,0.19,0.44,0.64,0.54,0.75,1.0,0.74,0.71,0.5,0.92,0.32,0.27,0.27,0.45,0.52,0.49,0.85,0.87,0.63,0.7,0.68,0.54,0.99,0.4,0.19,0.03,0.71,0.43,0.31,0.11,0.6,0.64,0.48,0.55
cg00000066,Gene2930,22,80693862,80693862,-,0.51,0.84,0.44,0.03,0.14,0.44,1.0,0.06,0.1,0.16,0.77,0.66,0.25,0.43,0.07,0.95,0.5,0.76,0.54,0.45,0.78,0.62,0.65,0.33,0.64,0.95,0.48,0.29,0.14,0.04,0.62,0.81,0.6,0.25,0.24,0.72,0.48,0.72,0.07,0.67,0.98,0.74,NA,0.24,0.53,0.15,0.89,0.27,0.69,0.15
cg00000067,Gene2864,12,99663554,99663554,-,0.48,0.36,0.85,0.32,0.93,0.7,0.73,0.72,0.72,0.18,0.56,0.0,0.56,0.11,0.74,0.26,0.21,0.05,0.55,0.31,0.5,0.57,0.27,0.62,0.03,0.8,0.25,0.44,0.34,0.85,0.39,0.04,NA,0.66,0.42,0.82,0.22,0.47,0.39,0.38,0.34,0.13,0.94,0.47,0.89,0.97,0.24,0.8,NA,NA
cg00000068,Gene1068,12,35031019,35031019,+,0.27,0.56,0.45,0.77,0.12,0.86,0.28,0.24,0.99,0.26,0.27,0.12,0.74,0.62,0.42,0.56,0.15,0.55,0.85,0.56,0.11,NA,0.83,0.75,0.78,0.85,0.39,0.3,0.95,0.93,0.86,0.22,0.37,0.71,0.0,0.68,0.86,0.82,0.51,0.05,0.52,0.33,0.82,0.79,0.74,NA,0.88,0.48,0.22,0.22
cg00000069,Gene3232,2,82545661,82545661,-,0.81,0.16,0.59,0.53,0.57,0.33,0.18,0.52,0.81,0.9,0.85,0.22,0.94,0.24,0.37,0.82,0.63,0.61,0.45,0.13,0.58,0.01,0.88,0.94,NA,0.9,0.68,0.14,0.07,0.79,0.21,0.49,0.86,0.95,0.17,0.23,0.35,0.92,0.98,0.69,0.4,0.02,0.21,0.57,0.69,0.19,0.43,0.72,0.22,0.92
cg00000070,Gene2221,12,28473797,28473797,+,0.81,0.83,0.36,0.15,0.76,0.09,0.26,0.07,0.22,0.01,0.15,0.92,0.62,0.13,0.78,0.93,0.44,0.07,0.3,0.74,0.94,0.76,0.39,0.82,0.01,0.62,0.31,0.04,0.23,NA,0.38,0.98,0.44,0.88,0.43,0.87,0.45,0.51,0.93,0.92,0.3,0.15,0.66,0.76,0.29,0.97,0.46,0.78,0.52,0.93
cg00000071,Gene1004,6,66415183,66415183,+,0.19,0.25,0.64,0.63,0.19,0.94,0.75,0.69,0.8,0.32,NA,0.14,0.03,0.76,0.66,0.76,0.88,0.56,0.0,0.45,0.47,0.86,0.1,0.85,0.04,0.12,0.68,0.05,0.48,0.81,0.96,0.82,1.0,0.73,0.97,0.07,0.39,0.83,0.97,0.73,0.77,0.29,0.74,0.49,0.25,0.75,0.14,0.8,0.8,0.17
cg00000072,Gene4738,7,74796017,74796017,+,0.92,0.8,0.46,0.34,0.06,NA,0.71,0.34,0.67,0.74,0.13,0.5,0.61,0.74,0.0,0.06,0.48,0.53,0.87,0.05,NA,0.74,0.3,0.72,0.28,0.97,0.7,0.15,0.73,0.11,0.06,0.64,0.42,0.01,0.71,0.97,NA,0.93,0.03,0.14,NA,0.29,0.9,0.56,0.16,0.74,0.57,0.22,0.89,0.45
cg00000073,Gene2408,2,15720388,15720388,-,0.54,0.05,0.09,0.57,0.75,0.78,0.85,NA,0.65,0.19,0.6,0.54,NA,0.99,NA,0.15,0.51,0.08,0.46,0.23,0.37,0.91,0.15,0.49,0.55,0.23,0.7,0.76,0.37,0.38,0.43,0.69,0.08,0.72,0.83,0.83,0.08,0.84,0.54,0.73,0.14,0.21,0.58,1.0,0.65,0.03,0.04,0.93,0.37,0.11
cg00000074,Gene4642,Y,72349327,72349327,+,0.1,0.93,0.39,0.32,0.51,0.84,0.95,0.18,0.01,0.31,0.67,0.95,0.7,0.08,0.35,0.84,0.04,0.78,0.57,0.17,0.23,0.99,0.83,0.56,0.4,0.78,0.64,0.1,NA,0.96,0.73,0.34,0.22,0.43,0.84,NA,0.75,0.89,0.36,0.37,0.32,0.23,0.18,0.43,0.34,0.47,0.64,0.77,0.74,0.43
cg00000075,Gene388,14,69957342,69957342,+,0.66,0.77,NA,0.19,0.16,0.21,0.74,0.62,0.97,0.6,0.47,0.14,0.3,0.91,0.11,0.7,0.44,0.81,0.09,0.16,0.43,0.28,0.1,0.74,0.28,0.86,0.63,0.16,0.54,0.78,0.55,1.0,0.22,0.83,0.09,1.0,0.89,0.41,0.35,0.72,0.9,0.12,0.73,0.35,0.98,0.79,0.67,0.07,0.61,0.26
cg00000076,Gene2742,5,86707645,86707645,-,0.02,0.83,0.11,0.9,0.43,0.62,0.95,0.18,0.79,0.69,0.17,0.28,0.21,0.53,0.72,0.87,0.09,NA,0.32,0.21,0.7,0.68,0.74,0.39,0.18,0.54,0.75,0.82,0.39,0.71,0.52,0.89,0.97,0.07,0.92,0.52,0.4,0.38,0.36,0.26,0.87,0.61,0.85,0.41,0.69,0.78,0.9,0.92,0.49,0.64
cg00000077,Gene1314,1,77608280,77608280,-,0.83,0.69,0.38,0.43,0.15,0.11,0.15,0.65,0.94,0.56,0.44,0.79,0.56,0.52,0.83,0.97,0.11,0.85,0.54,0.78,0.59,0.59,0.64,0.4,0.97,0.31,0.46,0.96,0.79,0.41,0.61,0.76,0.09,0.54,0.95,0.78,0.98,0.8,0.48,0.29,0.34,0.05,0.48,0.18,NA,0.83,0.67,0.47,0.33,0.61
cg00000078,Gene2082,6,92488982,92488982,-,0.4,0.28,0.42,0.75,0.91,0.72,0.87,0.22,NA,0.02,0.28,0.14,0.86,0.97,0.76,0.49,0.83,0.65,0.3,0.28,0.3,0.41,NA,0.95,0.96,0.36,0.5,0.78,0.8,0.85,0.05,0.03,0.36,0.7,0.28,0.44,0.96,0.35,0.44,0.92,0.22,0.63,0.48,0.16,0.31,0.92,0.27,0.8,0.55,0.69
cg00000079,Gene3549,14,71521191,71521191,-,0.77,0.69,0.86,0.3,0.15,0.9,0.45,0.54,0.05,0.66,0.91,NA,0.55,0.59,0.44,0.65,0.2,0.02,0.08,0.36,0.78,NA,0.05,0.28,0.07,0.16,0.1,0.46,0.42,0.01,0.86,0.14,0.12,0.85,0.56,0.71,0.11,NA,0.31,0.19,0.9,0.6,0.37,0.13,NA,0.12,0.23,0.77,0.79,0.47
cg00000080,Gene2903,14,50441027,50441027,+,0.94,0.71,0.42,0.52,0.81,0.55,0.45,0.69,0.77,0.16,0.73,0.2,0.86,0.22,NA,0.33,0.47,0.95,0.9,0.86,0.17,0.0,0.28,NA,0.8,0.02,0.08,0.4,0.24,0.1,0.96,0.15,0.94,0.62,0.82,0.26,0.42,0.43,0.23,0.71,0.87,0.09,0.78,0.71,0.85,0.16,0.09,0.35,NA,0.82
cg00000081,Gene3032,10,49701347,49701347,+,0.94,0.82,0.15,0.72,0.6,0.03,0.06,0.84,0.64,0.93,0.34,0.57,0.78,0.55,0.28,0.84,0.31,0.65,0.63,0.51,0.92,0.76,0.26,0.59,0.93,0.78,0.86,0.62,0.86,0.32,0.46,0.73,0.47,0.5,0.81,0.48,0.26,0.6,0.52,0.97,0.23,0.28,0.1,0.93,NA,0.54,0.42,0.61,0.77,0.35
cg00000082,Gene2273,4,79411806,79411806,-,0.36,0.66,0.86,0.6,0.99,0.45,0.12,0.96,0.25,0.13,0.67,0.03,0.91,0.42,0.49,0.61,0.7,0.47,0.85,0.64,0.24,0.21,0.12,0.44,0.53,0.45,0.71,0.88,0.79,0.72,NA,0.18,0.02,0.31,0.47,0.65,0.65,0.58,0.73,0.65,0.03,0.37,0.1,0.09,0.03,0.83,0.48,0.53,0.04,0.01
cg00000083,Gene116,17,21927767,21927767,-,0.9,0.99,0.88,NA,0.76,0.45,0.22,0.02,0.53,0.21,0.31,0.99,0.66,0.69,0.82,0.13,0.6,0.49,0.34,1.0,0.82,0.56,0.79,0.04,0.67,0.8,0.49,0.34,0.86,0.11,0.71,0.07,0.88,0.63,0.03,NA,0.17,0.77,0.91,0.98,0.5,0.6,0.07,0.5,0.18,0.05,NA,NA,0.08,0.36
cg00000084,Gene1336,8,91047679,91047679,-,0.06,0.61,0.13,0.28,0.91,0.36,0.45,0.24,0.29,0.48,0.86,0.44,0.19,0.88,0.38,0.24,0.55,0.19,0.03,0.76,0.4,0.44,0.77,0.71,0.75,0.44,0.1,0.34,0.41,0.4,0.39,0.27,0.94,0.6,0.97,0.86,0.8,NA,0.55,0.34,0.2,0.18,0.55,1.0,0.67,0.05,0.97,0.03,0.95,0.57
cg00000085,Gene1440,7,51773961,51773961,+,0.69,0.58,0.61,0.51,0.17,0.02,0.85,0.5,0.91,0.75,0.32,0.87,0.23,0.16,0.85,0.89,0.99,0.94,0.1,0.51,0.35,0.28,NA,0.81,0.12,0.84,0.71,0.28,NA,0.34,0.1,0.74,0.8,0.47,0.79,NA,0.67,0.49,0.62,0.96,1.0,0.11,NA,0.69,NA,0.8,0.77,0.36,0.83,0.55
cg00000086,Gene1869,5,23438777,23438777,-,0.94,0.73,0.27,0.8,0.18,0.98,0.46,0.82,0.01,0.11,0.04,0.97,0.89,0.14,0.64,0.54,0.73,0.12,0.7,0.84,NA,0.87,0.8,0.05,0.18,0.34,0.64,0.97,0.1,0.61,0.44,0.34,0.39,0.63,NA,0.27,0.71,0.33,0.25,0.78,0.33,0.5,0.13,0.45,0.72,1.0,0.69,0.26,0.44,0.85
cg00000087,Gene791,12,47026013,47026013,+,0.8,0.24,0.91,0.17,0.8,0.55,0.15,0.74,0.49,0.47,0.24,0.06,0.9,0.18,0.48,0.89,0.72,0.17,0.83,0.77,0.6,0.67,0.77,0.97,0.09,0.67,0.83,0.87,NA,0.33,0.41,0.06,0.95,0.83,0.41,1.0,0.62,0.24,NA,0.84,0.21,0.49,0.19,0.1,0.18,0.38,0.29,0.66,0.84,0.67
cg00000088,Gene763,19,66589311,66589311,-,NA,0.37,0.52,0.15,NA,0.63,0.4,0.33,0.22,0.53,NA,0.15,0.91,0.8,0.35,0.24,0.38,0.66,0.22,0.07,0.88,0.3,0.49,0.01,NA,0.44,0.52,NA,0.2,0.19,0.23,0.8,0.59,NA,0.39,0.93,NA,NA,0.3,0.82,0.8,0.98,0.01,0.18,0.84,0.65,0.66,0.12,0.15,0.93
cg00000089,Gene2332,15,33761430,33761430,+,0.95,0.34,0.31,0.22,0.96,0.66,0.43,0.41,0.18,0.5,0.83,NA,0.39,0.15,0.06,0.43,0.2,0.03,0.55,0.69,0.94,0.13,0.21,0.88,0.73,0.56,0.43,0.8,0.93,0.23,0.94,0.41,0.86,0.62,0.29,0.74,0.83,NA,0.49,0.88,0.63,0.73,0.26,0.68,0.43,0.76,0.58,0.67,0.45,0.76
cg00000090,Gene2913,15,95869377,95869377,+,0.14,0.3,0.39,0.2,NA,0.25,0.02,0.45,0.92,0.55,0.07,0.46,0.04,0.55,0.05,0.41,0.76,0.54,0.07,0.53,0.64,0.29,0.92,0.06,0.4,0.32,0.51,0.94,0.46,0.26,0.91,0.86,0.29,0.1,NA,0.46,NA,0.83,0.66,0.88,0.08,0.02,0.9,0.72,0.56,0.36,0.32,0.89,0.11,NA
cg00000091,Gene4891,3,7764177,7764177,+,0.28,0.93,0.11,0.16,0.19,0.77,0.27,0.64,NA,0.92,0.99,0.74,0.11,0.35,0.58,0.0,0.23,0.36,0.41,0.67,0.71,0.57,0.42,0.82,0.74,0.51,0.83,0.41,0.26,0.88,0.2,NA,0.57,0.47,0.96,0.76,0.12,0.34,0.26,0.82,0.21,0.67,0.43,0.22,0.91,0.87,0.29,0.07,0.89,0.71
cg00000092,Gene1215,13,82603038,82603038,+,0.42,0.32,0.84,0.36,0.79,1.0,0.21,0.5,0.64,0.15,0.51,0.23,0.3,0.96,0.77,0.62,0.87,0.46,0.11,0.84,0.25,0.75,0.97,0.08,0.67,0.72,0.31,0.77,0.51,0.6,0.79,0.15,0.54,NA,0.9,0.48,0.77,0.87,0.08,0.53,0.25,0.03,0.61,0.25,0.15,0.27,0.38,0.15,0.71,0.85
cg00000093,Gene1579,19,14762735,14762735,-,0.29,0.09,0.21,0.4,0.66,0.3,0.92,0.6,0.6,0.67,0.17,0.05,0.11,0.67,NA,0.96,0.75,0.16,0.61,0.5,0.78,0.45,0.11,0.08,0.89,0.57,0.23,0.61,0.39,0.04,0.15,0.47,0.1,0.61,0.96,0.91,0.49,0.51,0.97,0.6,0.4,0.09,0.49,0.12,0.73,0.07,0.5,0.66,0.11,0.78
cg00000094,Gene3017,10,78401623,78401623,-,0.27,0.24,0.06,0.12,0.53,NA,0.06,0.17,0.12,0.63,1.0,0.9,0.85,0.13,0.74,0.65,0.54,0.4,0.78,0.66,0.42,0.12,0.36,0.56,0.06,0.32,0.64,0.36,0.4,0.45,0.22,0.68,0.44,0.51,0.98,0.21,0.38,0.33,0.76,0.24,0.06,0.19,NA,0.03,0.44,0.11,0.92,0.11,0.04,0.89
cg00000095,Gene1768,22,21746857,21746857,-,0.48,0.37,0.64,0.79,0.44,0.36,0.44,0.44,0.07,0.47,0.76,0.66,0.67,0.64,0.16,NA,0.47,0.5,0.65,0.9,0.32,0.24,0.82,0.42,0.73,0.74,0.97,0.89,0.82,0.74,0.01,0.96,0.03,0.65,0.81,0.84,0.92,NA,0.82,0.48,0.59,0.32,0.15,0.69,0.11,0.71,0.12,0.72,0.92,0.76
cg00000096,Gene3859,19,42251964,42251964,+,0.36,0.19,0.9,0.78,0.57,0.16,0.78,0.75,0.9,0.89,0.31,0.02,0.62,0.21,0.27,0.82,0.61,0.36,0.88,0.27,0.79,0.68,0.8,0.12,0.03,0.33,0.3,0.47,0.04,0.25,0.78,0.92,0.79,0.92,0.4,0.59,NA,0.8,0.88,0.47,0.31,0.92,0.18,0.63,0.84,0.14,0.3,0.22,0.64,0.33
cg00000097,Gene2724,7,63587996,63587996,+,0.07,0.75,0.12,0.32,0.93,0.45,0.27,0.86,0.42,0.88,0.75,0.24,0.38,0.19,0.19,0.29,0.86,0.91,0.85,0.96,0.14,0.6,NA,0.45,0.58,0.04,0.48,0.55,0.32,0.12,0.12,0.02,0.24,0.68,0.09,0.49,0.33,0.17,0.66,0.89,0.92,0.64,0.72,0.83,0.23,0.07,0.85,0.14,0.69,0.25
cg00000098,Gene1541,17,40190070,40190070,+,0.71,0.87,0.47,0.31,0.01,NA,0.36,0.05,0.22,0.63,0.72,0.78,0.54,0.15,0.49,0.0,0.09,0.43,0.56,0.82,0.94,0.46,0.75,0.68,0.76,0.54,NA,0.14,0.87,0.85,0.96,0.62,0.47,0.37,0.68,0.82,0.4,0.8,0.48,0.03,0.06,0.4,0.39,0.99,0.44,0.32,0.48,0.39,0.97,0.32
cg00000099,Gene2547,5,33736188,33736188,-,0.29,0.11,0.08,0.84,0.37,0.61,0.14,0.62,0.43,0.04,0.48,0.78,0.73,0.19,0.81,0.82,0.99,0.31,0.42,0.05,0.13,0.25,0.84,0.48,0.47,0.14,1.0,0.13,0.76,0.59,0.11,0.18,0.05,0.28,0.88,NA,0.05,0.98,0.23,0.44,0.77,0.56,0.33,0.29,0.74,0.51,0.91,0.27,0.83,0.63
cg00000100,Gene3631,20,27165454,27165454,-,0.09,0.23,0.99,0.21,0.78,0.91,0.33,0.3,0.18,0.83,0.85,0.89,0.29,0.72,0.23,0.94,0.04,0.94,0.93,0.15,0.07,0.16,0.75,0.73,0.53,NA,0.04,0.59,0.65,0.25,0.07,0.72,0.73,0.96,0.08,0.55,NA,0.29,0.92,0.4,0.9,0.49,0.42,0.91,0.69,0.76,0.93,0.69,0.98,0.76
cg00000101,Gene3346,12,97862883,97862883,-,0.9,0.49,0.46,0.06,0.92,0.53,0.75,0.73,0.68,0.7,0.21,NA,0.88,0.9,0.15,0.76,NA,0.95,0.77,0.14,0.7,0.21,NA,0.39,0.48,0.26,0.74,0.76,0.27,0.28,0.3,0.71,0.41,0.92,0.38,0.24,0.04,0.2,0.02,0.26,0.37,0.99,0.78,0.77,0.55,0.87,0.48,0.65,0.37,0.18
cg00000102,Gene900,1,30264430,30264430,-,0.47,0.0,NA,0.39,0.35,0.13,0.68,0.93,0.77,NA,0.87,0.29,0.77,NA,0.09,0.19,0.65,0.42,0.49,NA,0.37,NA,0.73,0.34,0.43,0.08,0.8,0.2,0.49,0.99,NA,0.14,0.38,0.14,0.05,0.68,0.4,0.86,0.76,0.63,0.29,0.46,0.36,0.94,0.38,0.04,0.22,0.93,0.04,0.71
cg00000103,Gene816,6,73831856,73831856,+,0.74,0.94,0.42,0.55,0.81,0.12,0.1,0.52,0.33,0.85,0.08,0.77,0.23,0.38,0.35,NA,NA,0.99,0.84,0.59,0.18,0.44,0.21,0.9,0.94,0.95,0.29,0.11,0.94,0.84,0.83,0.61,0.94,0.82,NA,0.51,0.76,0.12,0.96,0.36,0.44,0.17,0.9,0.36,0.35,0.36,0.24,0.21,0.14,0.79
cg00000104,Gene1987,9,18546288,18546288,+,0.1,0.97,0.12,0.22,0.15,0.67,0.41,0.04,0.73,NA,0.16,0.31,0.03,0.38,0.53,0.84,0.26,0.55,0.54,0.83,0.35,0.98,0.43,0.31,0.42,0.76,0.54,0.56,0.33,0.13,0.64,0.16,0.27,0.78,0.05,0.6,0.26,0.99,0.57,0.26,0.68,0.07,0.34,0.04,0.72,0.96,0.11,0.03,0.3,0.06
cg00000105,Gene3413,22,11537888,11537888,-,0.65,0.64,0.68,0.02,0.42,0.24,0.07,1.0,0.18,0.19,0.58,0.33,0.33,0.72,0.53,0.05,0.84,0.77,0.22,0.48,0.82,0.8,0.6,0.38,0.15,0.6,0.06,NA,0.62,0.69,NA,0.87,0.51,0.62,0.51,0.82,0.12,0.72,0.99,0.75,0.6,0.35,NA,0.04,0.43,0.84,0.32,0.3,0.4,0.7
cg00000106,Gene4645,20,58712427,58712427,+,0.23,0.94,0.42,0.42,0.68,0.28,0.04,0.35,0.96,0.01,0.14,0.65,0.92,0.02,0.89,0.56,0.22,0.95,0.88,0.95,0.77,0.64,0.14,0.62,0.25,0.23,0.04,0.88,0.2,0.8,0.74,0.52,NA,0.07,0.71,0.2,0.63,NA,NA,0.75,0.99,NA,0.68,0.38,0.26,0.71,0.92,0.61,0.32,0.41
cg00000107,Gene3613,10,7345713,7345713,+,0.39,0.72,0.74,0.5,0.37,0.89,0.23,0.15,0.52,0.63,0.07,0.07,0.8,0.94,0.56,0.27,0.47,0.87,0.69,0.57,0.42,0.94,0.37,0.78,0.12,0.88,0.67,0.35,0.87,0.09,0.33,0.81,0.17,0.56,0.84,0.27,1.0,NA,NA,0.72,0.98,0.46,0.68,0.92,0.99,0.37,0.26,0.77,0.37,0.68
cg00000108,Gene2759,13,72010161,72010161,-,0.08,0.85,NA,0.37,0.17,0.45,0.04,0.12,0.7,0.62,0.21,0.17,0.36,0.69,0.88,0.46,0.24,0.89,0.3,0.15,0.91,0.04,0.48,0.1,0.23,0.85,0.18,0.89,0.4,0.0,0.04,0.22,0.16,0.9,0.39,0.67,0.89,0.07,0.52,0.84,0.91,0.21,0.7,0.83,0.51,0.49,0.55,0.44,0.56,0.93
cg00000109,Gene941,11,66336115,66336115,+,0.96,0.76,0.39,0.83,0.64,0.51,0.52,0.65,0.76,0.6,0.33,0.2,0.29,0.96,0.81,0.28,0.69,0.47,NA,0.25,NA,0.24,0.61,NA,0.84,0.45,0.68,0.1,0.05,0.85,0.25,0.55,0.65,0.57,0.47,0.54,0.91,0.53,0.61,0.74,0.95,0.49,0.05,0.06,0.85,0.17,0.85,0.93,0.48,0.42
cg00000110,Gene2254,Y,73190616,73190616,+,0.54,NA,0.11,0.49,0.72,0.04,0.92,0.7,0.13,0.79,0.95,0.05,0.81,0.44,0.18,0.82,0.24,0.6,0.29,NA,0.25,0.22,0.1,0.12,0.56,0.07,0.47,0.56,0.99,0.24,0.25,0.45,0.19,0.95,0.61,0.39,0.22,0.73,0.81,0.16,0.76,0.14,0.9,0.07,NA,0.45,0.6,0.03,0.45,0.17
cg00000111,Gene527,8,20174058,20174058,+,0.78,0.45,0.76,0.15,0.56,0.23,0.56,0.3,0.87,0.74,0.13,0.39,0.09,0.83,0.99,0.44,0.95,0.35,0.31,0.74,0.11,0.84,0.45,0.51,0.61,NA,0.74,0.23,0.94,0.48,0.1,0.06,0.98,0.95,0.9,0.52,0.28,0.82,0.2,0.59,0.29,0.57,NA,0.83,0.13,0.55,NA,0.39,0.93,0.14
cg00000112,Gene1591,9,25838331,25838331,-,0.17,0.37,0.68,0.71,0.61,0.87,0.96,0.4,0.52,0.97,0.98,0.5,0.93,0.2,0.73,0.4,0.9,0.36,0.69,0.34,0.99,0.46,0.79,0.56,0.14,0.26,0.91,0.17,0.34,0.4,0.14,0.31,0.78,0.41,0.55,0.68,NA,0.0,0.09,0.89,0.11,0.46,0.51,0.61,NA,0.54,0.42,0.78,0.27,0.16
cg00000113,Gene2770,21,68011965,68011965,-,0.15,0.73,0.18,0.13,0.75,0.94,0.18,0.04,0.73,0.36,0.24,0.33,0.15,0.5,0.23,NA,0.2,0.3,0.17,0.16,0.28,0.43,0.83,0.07,0.07,0.63,0.96,0.1,0.89,0.6,0.56,0.25,0.03,NA,0.53,0.23,0.29,0.68,0.77,0.16,0.59,0.65,0.83,0.41,0.21,0.35,NA,0.74,0.06,0.72
cg00000114,Gene3468,20,10717482,10717482,+,0.15,0.12,0.93,0.75,0.86,0.29,0.44,NA,0.13,0.3,0.22,0.2,0.69,0.18,0.94,0.97,0.71,0.79,0.05,0.57,1.0,0.52,0.99,0.94,0.15,0.28,0.71,0.34,0.95,0.1,NA,0.2,0.83,0.76,0.75,0.84,0.87,0.8,0.48,0.77,0.92,0.08,0.35,0.46,0.5,0.36,0.31,0.15,0.89,0.87
cg00000115,Gene3397,4,81389265,81389265,+,0.87,0.26,0.39,0.05,0.24,0.07,0.37,0.44,0.21,0.14,0.43,0.34,0.69,0.4,0.65,0.53,0.26,0.63,0.42,0.47,0.1,0.21,NA,0.12,0.78,0.92,0.52,0.21,0.75,0.05,0.89,0.55,0.86,0.07,0.51,0.55,0.86,0.75,0.86,0.7,0.1,0.3,0.47,0.92,0.99,0.05,0.73,0.27,0.53,0.7
cg00000116,Gene1430,5,61904076,61904076,+,0.27,NA,0.7,0.8,0.31,0.22,0.97,0.61,0.02,0.84,0.37,0.62,0.43,0.33,0.15,0.03,0.65,0.03,0.22,0.81,0.99,0.77,0.67,0.72,0.59,0.89,0.77,0.1,0.13,0.8,0.55,0.7,0.69,0.6,0.2,0.36,0.25,0.7,0.2,0.19,NA,0.7,0.77,0.62,0.23,0.3,0.52,0.63,0.17,0.09
cg00000117,Gene3638,6,60075273,60075273,-,0.23,0.8,0.86,0.98,0.41,0.54,0.03,0.28,NA,0.52,0.72,0.1,0.16,0.21,0.67,0.19,0.18,0.37,0.33,NA,0.96,0.76,0.11,0.67,0.89,0.58,0.56,0.97,0.04,0.46,0.68,0.44,0.6,NA,NA,0.84,0.83,0.29,0.09,0.56,0.17,0.45,0.62,0.45,0.89,0.47,0.68,0.4,0.94,0.56
cg00000118,Gene2896,X,14184308,14184308,+,0.87,0.35,0.08,0.21,0.12,0.54,0.45,0.61,0.38,0.27,0.22,0.33,0.56,0.34,0.06,0.76,0.38,0.5,0.8,0.07,0.69,0.55,0.48,0.38,0.8,0.45,0.47,0.27,0.51,0.8,0.74,0.76,0.23,0.55,0.79,0.55,0.09,0.04,0.92,0.28,0.76,0.39,0.55,0.92,0.47,0.11,0.75,0.75,0.1,0.29
cg00000119,Gene4664,21,66805118,66805118,-,0.82,0.6,0.88,0.64,0.81,0.6,0.09,0.04,0.94,NA,0.67,0.47,0.12,0.21,0.45,0.84,0.97,0.57,NA,0.89,0.3,0.73,0.04,0.97,0.67,0.31,0.56,0.07,0.38,0.98,0.01,0.66,NA,0.58,0.2,0.86,0.39,0.2,0.93,NA,NA,0.89,NA,0.31,0.36,0.48,0.92,0.36,0.14,0.69
cg00000120,Gene2100,7,58004015,58004015,-,0.6,0.88,0.63,0.9,0.55,0.19,0.93,0.14,0.26,NA,0.06,0.88,0.51,0.2,NA,0.96,0.4,0.57,0.75,0.9,0.86,0.02,0.92,0.55,0.74,0.87,0.75,0.75,0.99,0.58,0.09,0.85,0.21,0.08,0.84,NA,0.73,0.38,0.06,0.78,0.61,0.22,0.85,0.25,0.6,0.53,0.28,0.18,0.91,0.46
cg00000121,Gene3208,5,97822356,97822356,-,0.68,0.28,0.42,0.91,0.58,0.12,0.08,0.34,0.54,0.77,0.8,NA,0.54,0.99,0.9,0.11,0.77,0.19,0.41,NA,0.12,0.8,0.09,0.11,0.63,0.07,0.91,0.17,0.8,0.11,0.99,0.47,0.91,0.81,NA,0.19,0.75,0.27,0.12,0.63,0.19,0.31,0.98,0.05,0.12,0.26,0.13,0.03,0.71,0.15
